epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
88,50659,0.59535,0.81523,0.3744,0.84938,0,0.97957,0.95221,0.97372,0.81284,0.97075,0.94365,0.96171,0.78531,0.59732,1.02136,0.384,0.86086,0,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
89,51196.3,0.59424,0.81554,0.37497,0.84823,0,0.96935,0.95087,0.9719,0.80704,0.96241,0.94406,0.96441,0.77904,0.59583,1.0013,0.39383,0.86062,0,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
90,51733.9,0.5929,0.81638,0.37365,0.84419,0,0.97163,0.95031,0.97222,0.81557,0.97163,0.95031,0.97156,0.77237,0.57816,1.02021,0.38878,0.85567,0,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
91,52271.6,0.58523,0.8013,0.36735,0.84766,0,0.97997,0.94719,0.97514,0.8167,0.9773,0.94459,0.97202,0.78411,0.58479,0.94478,0.37723,0.85793,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
92,52844.7,0.59012,0.809,0.36799,0.84583,0,0.97265,0.95168,0.96845,0.81397,0.96088,0.94015,0.95393,0.77613,0.58434,1.04255,0.39912,0.86156,0,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
93,53422.1,0.58772,0.80816,0.37295,0.84251,0,0.97606,0.95071,0.97097,0.80976,0.96334,0.94004,0.95516,0.77354,0.58808,1.01763,0.39719,0.8565,0,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
94,54008.3,0.58621,0.79879,0.36965,0.84741,0,0.98023,0.93694,0.96474,0.80799,0.98023,0.93694,0.96629,0.77291,0.58473,1.03075,0.40215,0.85977,0,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
95,54582,0.58108,0.79813,0.36584,0.84596,0,0.97287,0.95049,0.96036,0.80515,0.96404,0.94193,0.94878,0.77056,0.57953,1.03219,0.39062,0.85612,0,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
96,55155.5,0.58611,0.79036,0.36741,0.84211,0,0.96417,0.94854,0.97145,0.81207,0.96112,0.94556,0.96491,0.7845,0.58167,1.01709,0.38584,0.86099,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
97,55748.9,0.57989,0.78073,0.36537,0.84151,0,0.96104,0.95852,0.96948,0.80861,0.95716,0.95474,0.9613,0.77521,0.58917,1.01775,0.37396,0.86032,0,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
98,56329.4,0.58297,0.79011,0.36512,0.84328,0,0.96329,0.95814,0.96886,0.80793,0.96066,0.95554,0.959,0.77109,0.59003,1.04357,0.37523,0.86405,0,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
99,56905.3,0.57543,0.79016,0.36095,0.84149,0,0.96989,0.94633,0.96893,0.80949,0.95812,0.93486,0.94696,0.76395,0.58932,1.08497,0.39147,0.86449,0,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
100,57486.5,0.57977,0.78527,0.35859,0.84209,0,0.97269,0.94979,0.97383,0.81282,0.97003,0.94719,0.96872,0.77891,0.57606,0.98816,0.37785,0.8604,0,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
101,58083.5,0.57702,0.7899,0.3626,0.84458,0,0.96871,0.94773,0.97034,0.81443,0.96604,0.94513,0.96117,0.78657,0.56588,0.99649,0.38301,0.85777,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
102,58663,0.57532,0.77921,0.36139,0.84208,0,0.96812,0.9486,0.97546,0.82112,0.96101,0.94182,0.96427,0.77644,0.57027,1.00451,0.373,0.85582,0,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
103,59217.3,0.57302,0.77853,0.35815,0.84223,0,0.95979,0.94641,0.97045,0.80804,0.95591,0.94257,0.96364,0.76847,0.57743,1.03858,0.3916,0.85558,0,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
104,59783.4,0.57286,0.77659,0.36245,0.84325,0,0.97057,0.93708,0.96609,0.80798,0.97057,0.93708,0.96518,0.77729,0.57656,1.01784,0.386,0.85771,0,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
105,60332.5,0.57032,0.78658,0.35924,0.84306,0,0.96891,0.95745,0.9705,0.81609,0.96023,0.94893,0.95846,0.76911,0.57852,0.99601,0.37781,0.85978,0,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
106,60863,0.57233,0.77633,0.35879,0.84242,0,0.97611,0.94534,0.97725,0.81412,0.96908,0.93852,0.96316,0.76885,0.59021,1.03996,0.37652,0.8632,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
107,61391,0.56739,0.77847,0.35866,0.83996,0,0.97879,0.94736,0.97358,0.8139,0.97613,0.94475,0.96685,0.7767,0.58764,1.03042,0.38552,0.86067,0,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
108,61921.3,0.56175,0.77171,0.35133,0.84073,0,0.97108,0.95849,0.97639,0.8143,0.95641,0.94403,0.95543,0.77947,0.56679,1.00067,0.36213,0.85567,0,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
109,62497.6,0.57066,0.78514,0.35486,0.84261,0,0.96947,0.95375,0.96836,0.81808,0.96072,0.94521,0.96135,0.78317,0.5692,1.03373,0.36346,0.8554,0,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
110,63075.5,0.56564,0.78421,0.35431,0.84233,0,0.97501,0.9479,0.97488,0.8194,0.97231,0.94555,0.96787,0.78681,0.56405,1.02925,0.36658,0.85481,0,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
111,63659.9,0.56453,0.77591,0.3537,0.83855,0,0.97066,0.95594,0.9725,0.81646,0.9594,0.94494,0.96002,0.74928,0.5792,1.02158,0.36623,0.85727,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
112,64240.7,0.56015,0.76304,0.34953,0.83955,0,0.96315,0.94846,0.96661,0.81289,0.96315,0.94846,0.96689,0.78223,0.56808,1.00718,0.36078,0.85627,0,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
113,64833.9,0.5608,0.76822,0.35066,0.83766,0,0.96723,0.94503,0.96787,0.80818,0.96455,0.94243,0.96323,0.77291,0.57025,1.08536,0.37717,0.85544,0,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
114,65415.1,0.55538,0.75619,0.34804,0.83804,0,0.9707,0.94266,0.96374,0.81337,0.95573,0.9282,0.94419,0.76388,0.56626,1.02989,0.36915,0.85853,0,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
115,66007.1,0.56036,0.77224,0.34596,0.84162,0,0.97014,0.94039,0.96406,0.80762,0.94577,0.93558,0.94551,0.76549,0.56844,1.06734,0.37566,0.85669,0,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
116,66575.7,0.56261,0.76364,0.35314,0.83819,0,0.96229,0.9552,0.96941,0.81511,0.9532,0.94643,0.95902,0.77793,0.57289,1.0447,0.3717,0.85823,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
117,67148.2,0.55497,0.76168,0.34812,0.83739,0,0.97896,0.93968,0.96649,0.81619,0.96814,0.92952,0.95997,0.77095,0.56443,1.04692,0.38367,0.85847,0,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
118,67738.3,0.55611,0.7561,0.34371,0.84126,0,0.97645,0.93694,0.96773,0.81175,0.97245,0.9331,0.95911,0.77022,0.56875,1.06614,0.38333,0.85865,0,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
119,68302,0.55618,0.76418,0.3482,0.83867,0,0.97875,0.94097,0.97142,0.81787,0.97248,0.93517,0.96462,0.78003,0.56582,1.02647,0.37771,0.85629,0,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
120,68872.5,0.54943,0.7637,0.34507,0.83619,0,0.98023,0.94574,0.97279,0.81859,0.97711,0.94276,0.96932,0.77704,0.56013,1.01589,0.36565,0.85243,0,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
121,69440.8,0.55251,0.75727,0.34586,0.8363,0,0.97651,0.93831,0.97094,0.81652,0.97143,0.92846,0.96337,0.77513,0.56049,1.0202,0.36902,0.85531,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
122,69999.8,0.54849,0.75037,0.34516,0.83549,0,0.9773,0.94861,0.9724,0.81809,0.9773,0.94861,0.9724,0.77258,0.56911,1.02233,0.37019,0.85477,0,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
123,70534,0.54648,0.747,0.34281,0.83599,0,0.97085,0.9454,0.97205,0.82019,0.96437,0.93985,0.96203,0.77901,0.55943,0.99551,0.36516,0.85365,0,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
124,71060.5,0.54624,0.74005,0.3412,0.83529,0,0.97818,0.93962,0.9692,0.81709,0.96621,0.92809,0.95384,0.77912,0.5667,0.97941,0.36899,0.85831,0,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
125,71589.3,0.55056,0.76359,0.34451,0.83814,0,0.98036,0.94896,0.96742,0.81847,0.96488,0.93445,0.9524,0.77755,0.5658,0.97856,0.36039,0.85973,0,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
126,72139.5,0.54624,0.75505,0.34237,0.83535,0,0.97013,0.9517,0.96585,0.81524,0.96753,0.9491,0.96014,0.77096,0.56411,1.01423,0.36728,0.8599,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
127,72725.3,0.54843,0.75662,0.34232,0.83574,0,0.97932,0.94985,0.97636,0.82603,0.97314,0.94429,0.97378,0.78424,0.56681,1.00716,0.35953,0.86003,0,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
128,73309.6,0.54162,0.7385,0.34012,0.83578,0,0.97825,0.94385,0.96504,0.81776,0.96249,0.92938,0.95,0.77552,0.56732,1.00995,0.36566,0.85917,0,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
129,73902.7,0.54333,0.74911,0.34056,0.83402,0,0.96658,0.96081,0.97762,0.82595,0.96098,0.95523,0.97031,0.78675,0.54996,0.99238,0.35153,0.85322,0,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
130,74466,0.53822,0.73928,0.33905,0.83205,0,0.95919,0.95199,0.971,0.81467,0.95662,0.94939,0.96472,0.77687,0.56589,1.02464,0.37584,0.85529,0,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
131,75042,0.53907,0.74085,0.33757,0.83171,0,0.96847,0.94958,0.97116,0.82169,0.96279,0.944,0.96081,0.78708,0.56858,1.00563,0.37294,0.85834,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
132,75613,0.5343,0.73269,0.33779,0.83009,0,0.97027,0.94899,0.97043,0.81775,0.96457,0.94341,0.96038,0.7757,0.56605,0.99921,0.36986,0.85548,0,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124
133,76186.4,0.53206,0.7273,0.33537,0.83164,0,0.97444,0.94636,0.96856,0.81604,0.96855,0.94078,0.96436,0.78562,0.56257,1.00979,0.36683,0.85793,0,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728
134,76775.5,0.534,0.74067,0.3398,0.83293,0,0.96833,0.95082,0.9687,0.8198,0.96534,0.94784,0.96612,0.7782,0.55972,1.01967,0.36848,0.85643,0,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332
135,77355.2,0.53353,0.7331,0.33301,0.83106,0,0.97139,0.96036,0.97528,0.8176,0.97139,0.96036,0.97574,0.7802,0.56526,1.01372,0.35141,0.85453,0,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936
136,77940.2,0.53888,0.74566,0.33471,0.83272,0,0.96084,0.95385,0.97152,0.81712,0.95229,0.9454,0.95555,0.77465,0.57,1.03585,0.36363,0.85831,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
137,78515.5,0.53398,0.72243,0.33307,0.83342,0,0.96971,0.94043,0.96298,0.81512,0.9609,0.93188,0.95141,0.77183,0.5577,1.01849,0.36554,0.85433,0,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144
138,79084.5,0.53038,0.73589,0.33111,0.82946,0,0.96819,0.95124,0.96752,0.81595,0.95936,0.9427,0.95458,0.7757,0.56114,1.00806,0.35525,0.85527,0,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748
139,79642,0.53017,0.72987,0.33228,0.83512,0,0.96806,0.93983,0.97004,0.81496,0.95928,0.93127,0.9553,0.76683,0.55756,1.08684,0.37026,0.85699,0,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352
140,80199.7,0.52403,0.71978,0.32782,0.82808,0,0.97031,0.95052,0.9654,0.81283,0.96765,0.94792,0.95725,0.77065,0.56177,1.07252,0.36637,0.85673,0,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956
141,80787,0.52443,0.73139,0.32921,0.82969,0,0.96843,0.94886,0.96577,0.81653,0.96276,0.94328,0.95474,0.76674,0.56503,1.06388,0.36262,0.85753,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
142,81361.7,0.52725,0.7179,0.33013,0.8331,0,0.97012,0.94894,0.97096,0.8192,0.9644,0.94339,0.96166,0.77108,0.56607,1.01759,0.37471,0.8603,0,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164
143,81932.8,0.52247,0.71741,0.33163,0.83106,0,0.96335,0.95416,0.97216,0.81698,0.96035,0.95118,0.9702,0.77682,0.56506,1.02127,0.36856,0.85713,0,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768
144,82495,0.51816,0.72774,0.32605,0.82764,0,0.95938,0.95406,0.96826,0.81753,0.95378,0.94858,0.95905,0.77268,0.56359,1.00849,0.37025,0.85982,0,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372
145,83022.7,0.52312,0.72064,0.32443,0.83051,0,0.96459,0.95725,0.9746,0.82213,0.96198,0.95464,0.96885,0.78221,0.55405,1.00959,0.35076,0.8532,0,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976
146,83551.4,0.52405,0.72661,0.32681,0.831,0,0.97826,0.9418,0.97113,0.82102,0.97552,0.9392,0.96569,0.77709,0.55596,1.01039,0.3602,0.85426,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
147,84079.3,0.51781,0.72505,0.32152,0.82883,0,0.97137,0.94724,0.97641,0.8226,0.96869,0.94463,0.97068,0.78445,0.56183,1.02698,0.35572,0.85688,0,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184
148,84603.6,0.52055,0.71465,0.32845,0.8322,0,0.97392,0.93918,0.97503,0.82341,0.97121,0.93658,0.97002,0.78226,0.55109,1.0476,0.36537,0.85603,0,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788
149,85125.8,0.51499,0.72049,0.32576,0.82902,0,0.9681,0.95094,0.97348,0.81974,0.96546,0.94834,0.96748,0.78023,0.55879,1.07546,0.3629,0.8576,0,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392
150,85681,0.51504,0.71804,0.32228,0.82971,0,0.97705,0.94612,0.97425,0.82184,0.97439,0.94352,0.96713,0.77865,0.55467,1.03036,0.34924,0.85622,0,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996
151,86273.5,0.51542,0.71227,0.32471,0.83037,0,0.95969,0.95767,0.97048,0.81675,0.95414,0.95209,0.96138,0.77927,0.55066,0.99318,0.35526,0.85672,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
152,86822.8,0.51695,0.71366,0.32306,0.82977,0,0.96933,0.95657,0.97272,0.81929,0.96058,0.94805,0.95997,0.77714,0.5573,0.99695,0.35496,0.85746,0,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204
153,87383.2,0.50717,0.71176,0.3187,0.82597,0,0.97423,0.95591,0.97053,0.81662,0.96818,0.94996,0.96065,0.78285,0.55663,1.01749,0.35441,0.85947,0,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808
154,87967.9,0.5122,0.70935,0.31913,0.82953,0,0.97582,0.95711,0.97093,0.82186,0.96371,0.94564,0.95481,0.77981,0.55978,1.01944,0.34804,0.85813,0,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412
